24,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,I046,Nos,408.0,5.7,2325.6
25,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,M548,Nos,260.0,16.5,4290.0
26,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,M786,Kg,3.25,268.7,873.28
27,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,O135,Nos,40.0,17.42,696.8
28,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,O250,kg,5.0,247.0,1235.0
29,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,O262,Nos,20.0,17.46,349.2
30,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,O282,kg,21.0,86.6,1818.6
31,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,U457,Nos,1.0,121.0,121.0
32,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,V441,Nos,1.0,142.0,142.0
33,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,Y0011,Nos,30.0,14.5,435.0
34,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,Y0012,Nos,5.0,26.5,132.5
35,0113001242,0113001280,1697,001180611,08-Apr-2022,2684,16,Y0023,Nos,5.0,11.0,55.0
36,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,A0882,Nos,20.0,13.75,275.0
37,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,A614,Kg,3.0,122.5,367.5
38,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,D823,Nos,12.0,22.58,270.96
39,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,M548,Nos,28.0,16.5,462.0
40,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,M786,Kg,2.25,268.7,604.58
41,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,O135,Nos,41.0,17.42,714.22
42,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,O250,kg,1.0,247.0,247.0
43,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,O282,kg,1.0,86.6,86.6
44,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,Y0011,Nos,10.0,14.5,145.0
45,0113001242,0113001209,1697,001180612,08-Apr-2022,3216,10,Y0023,Nos,5.0,11.0,55.0
46,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,A0882,Nos,10.0,13.75,137.5
47,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,A614,Kg,3.0,122.5,367.5
48,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,D823,Nos,84.0,22.58,1896.72
49,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,I046,Nos,408.0,5.7,2325.6
50,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,M548,Nos,52.0,16.5,858.0
51,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,M786,Kg,4.25,268.7,1141.97
52,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,O135,Nos,10.0,17.42,174.2
53,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,O250,kg,1.0,247.0,247.0
54,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,O262,Nos,10.0,17.46,174.6
55,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,O282,kg,1.0,86.6,86.6
56,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,V441,Nos,2.0,142.0,284.0
57,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,Y0011,Nos,60.0,14.5,870.0
58,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,Y0012,Nos,10.0,26.5,265.0
59,0113001242,0113001302,1697,001180613,08-Apr-2022,2864,14,Y0023,Nos,5.0,11.0,55.0
60,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,A0882,Nos,10.0,13.75,137.5
61,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,A614,Kg,1.0,122.5,122.5
62,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,D823,Nos,24.0,22.58,541.92
63,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,I046,Nos,102.0,5.7,581.4
64,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,M548,Nos,32.0,16.5,528.0
65,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,M786,Kg,1.0,268.7,268.7
66,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,O135,Nos,30.0,17.42,522.6
67,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,O250,kg,1.0,247.0,247.0
68,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,O262,Nos,10.0,17.46,174.6
69,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,O282,kg,1.0,86.6,86.6
70,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,Y0011,Nos,10.0,14.5,145.0
71,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,Y0012,Nos,5.0,26.5,132.5
72,0113001242,0113001034,1697,001180614,08-Apr-2022,10462,13,Y0023,Nos,5.0,11.0,55.0
73,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,A0882,Nos,38.0,13.75,522.5
74,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,A614,Kg,2.0,122.5,245.0
75,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,D823,Nos,12.0,22.58,270.96
76,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,I046,Nos,51.0,5.7,290.7
77,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,M548,Nos,36.0,16.5,594.0
78,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,M786,Kg,2.5,268.7,671.75
79,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,O135,Nos,10.0,17.42,174.2
80,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,O250,kg,1.0,247.0,247.0
81,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,O262,Nos,10.0,17.46,174.6
82,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,O282,kg,1.0,86.6,86.6
83,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,Y0011,Nos,10.0,14.5,145.0
84,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,Y0012,Nos,5.0,26.5,132.5
85,0113001242,0113001045,1697,001180615,08-Apr-2022,14112,13,Y0023,Nos,10.0,11.0,110.0
86,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,A0882,Nos,5.0,13.75,68.75
87,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,H127,Nos,10.0,10.42,104.2
88,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,O135,Nos,20.0,17.42,348.4
89,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,O262,Nos,15.0,17.46,261.9
90,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,Y0011,Nos,10.0,14.5,145.0
91,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,Y0012,Nos,5.0,26.5,132.5
92,0113001242,0113001320,1697,001180616,08-Apr-2022,100076,7,Y0023,Nos,10.0,11.0,110.0
93,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,A0882,Nos,10.0,13.75,137.5
94,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,H127,Nos,10.0,10.42,104.2
95,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,O135,Nos,15.0,17.42,261.3
96,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,O262,Nos,10.0,17.46,174.6
97,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,U457,Nos,1.0,121.0,121.0
98,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,Y0012,Nos,5.0,26.5,132.5
99,0113001242,0113001326,1697,001180617,08-Apr-2022,100055,7,Y0023,Nos,5.0,11.0,55.0
100,0113001242,0113001327,1697,001180618,08-Apr-2022,100077,4,A0882,Nos,40.0,13.75,550.0
101,0113001242,0113001327,1697,001180618,08-Apr-2022,100077,4,O135,Nos,20.0,17.42,348.4
102,0113001242,0113001327,1697,001180618,08-Apr-2022,100077,4,U457,Nos,3.0,121.0,363.0
103,0113001242,0113001327,1697,001180618,08-Apr-2022,100077,4,Y0012,Nos,10.0,26.5,265.0
104,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,A0882,Nos,20.0,13.75,275.0
105,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,H127,Nos,15.0,10.42,156.3
106,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,O135,Nos,20.0,17.42,348.4
107,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,O262,Nos,20.0,17.46,349.2
108,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,Y0011,Nos,15.0,14.5,217.5
109,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,Y0012,Nos,5.0,26.5,132.5
110,0113001242,0113001329,1697,001180619,08-Apr-2022,100032,7,Y0023,Nos,20.0,11.0,220.0
111,0113001242,0113001339,1697,001180620,08-Apr-2022,100027,3,A0882,Nos,25.0,13.75,343.75
112,0113001242,0113001339,1697,001180620,08-Apr-2022,100027,3,O135,Nos,30.0,17.42,522.6
113,0113001242,0113001339,1697,001180620,08-Apr-2022,100027,3,U457,Nos,2.0,121.0,242.0
114,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,A0319,Nos,6.0,155.0,930.0
115,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,A0882,Nos,60.0,13.75,825.0
116,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,A614,Kg,5.0,114.5,572.5
117,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,D823,Nos,84.0,22.58,1896.72
118,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,I046,Nos,102.0,5.7,581.4
119,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,M548,Nos,60.0,16.5,990.0
120,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,M786,Kg,4.0,268.7,1074.8
121,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,O135,Nos,25.0,17.42,435.5
122,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,O250,kg,2.0,247.0,494.0
123,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,O282,kg,2.5,86.6,216.5
124,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,U457,Nos,6.0,121.0,726.0
125,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,V441,Nos,12.0,142.0,1704.0
126,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,Y0011,Nos,5.0,14.5,72.5
127,0101001108,0164006003,1692,001180713,08-Apr-2022,3790,14,Y0012,Nos,20.0,26.5,530.0
128,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,A0319,Nos,4.0,155.0,620.0
129,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,A0882,Nos,75.0,13.75,1031.25
130,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,A614,Kg,10.0,114.5,1145.0
131,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,D823,Nos,72.0,22.58,1625.76
132,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,H140,Kg,0.5,262.0,131.0
133,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,I046,Nos,255.0,5.7,1453.5
134,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,M546,Nos,100.0,12.55,1255.0
135,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,M786,Kg,3.0,268.7,806.1
136,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,O135,Nos,40.0,17.42,696.8
137,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,O250,kg,3.5,247.0,864.5
138,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,O262,Nos,80.0,17.46,1396.8
139,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,O282,kg,4.0,86.6,346.4
140,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,U457,Nos,6.0,121.0,726.0
141,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,Y0011,Nos,75.0,14.5,1087.5
142,0101001108,0164002001,1692,001180714,08-Apr-2022,2643,15,Y0012,Nos,20.0,26.5,530.0
143,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,A0319,Nos,3.0,155.0,465.0
144,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,A0882,Nos,20.0,13.75,275.0
145,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,D823,Nos,24.0,22.58,541.92
146,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,M786,Kg,1.5,268.7,403.05
147,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,O135,Nos,15.0,17.42,261.3
148,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,O262,Nos,20.0,17.46,349.2
149,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,O282,kg,0.5,86.6,43.3
150,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,U457,Nos,8.0,121.0,968.0
151,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,V441,Nos,4.0,142.0,568.0
152,0101001108,0164007001,1692,001180715,08-Apr-2022,3423,10,Y0011,Nos,15.0,14.5,217.5
153,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,A0319,Nos,4.0,155.0,620.0
154,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,A614,Kg,4.0,114.5,458.0
155,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,M786,Kg,2.5,268.7,671.75
156,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,O250,kg,1.5,247.0,370.5
157,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,O282,kg,0.75,86.6,64.95
158,0101001108,0164001001,1692,001180716,08-Apr-2022,3981,6,Y0011,Nos,20.0,14.5,290.0
159,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,A0882,Nos,45.0,13.75,618.75
160,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,A614,Kg,6.0,114.5,687.0
161,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,D823,Nos,24.0,22.58,541.92
162,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,I046,Nos,153.0,5.7,872.1
163,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,M548,Nos,60.0,16.5,990.0
164,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,M786,Kg,1.5,268.7,403.05
165,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,O250,kg,2.0,247.0,494.0
166,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,O262,Nos,40.0,17.46,698.4
167,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,O282,kg,3.0,86.6,259.8
168,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,Y0011,Nos,40.0,14.5,580.0
169,0101001108,0101005003,1692,001180717,08-Apr-2022,2702,11,Y0012,Nos,15.0,26.5,397.5
170,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,A0319,Nos,8.0,155.0,1240.0
171,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,A0882,Nos,40.0,13.75,550.0
172,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,A614,Kg,5.0,114.5,572.5
173,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,D823,Nos,48.0,22.58,1083.84
174,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,I046,Nos,102.0,5.7,581.4
175,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,M548,Nos,48.0,16.5,792.0
176,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,M786,Kg,3.0,268.7,806.1
177,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,O250,kg,2.5,247.0,617.5
178,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,O282,kg,1.5,86.6,129.9
179,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,U457,Nos,8.0,121.0,968.0
180,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,V441,Nos,8.0,142.0,1136.0
181,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,Y0011,Nos,65.0,14.5,942.5
182,0101001108,0164006005,1692,001180718,08-Apr-2022,2795,13,Y0012,Nos,10.0,26.5,265.0
183,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,A0882,Nos,50.0,13.75,687.5
184,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,D823,Nos,60.0,22.58,1354.8
185,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,M548,Nos,152.0,16.5,2508.0
186,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,M786,Kg,10.0,268.7,2687.0
187,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,O135,Nos,102.0,17.42,1776.84
188,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,O262,Nos,50.0,17.46,873.0
189,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,Y0012,Nos,50.0,26.5,1325.0
190,0145001110,0145006001,1774,001180719,08-Apr-2022,100123,8,Y0011,Nos,50.0,14.5,725.0
191,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,A614,Kg,3.0,114.5,343.5
192,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,D823,Nos,12.0,22.58,270.96
193,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,I046,Nos,153.0,5.7,872.1
194,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,M546,Nos,100.0,12.55,1255.0
195,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,M786,Kg,1.25,268.7,335.88
196,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,O262,Nos,25.0,17.46,436.5
197,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,O282,kg,0.5,86.6,43.3
198,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,V441,Nos,1.0,142.0,142.0
199,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,Y0011,Nos,40.0,14.5,580.0
200,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,Y0012,Nos,10.0,26.5,265.0
201,0101001108,0164006002,1692,001180720,08-Apr-2022,3784,11,A0882,Nos,65.0,13.75,893.75
202,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,A0882,Nos,60.0,13.75,825.0
203,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,A614,Kg,5.0,114.5,572.5
204,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,D823,Nos,48.0,22.58,1083.84
205,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,I046,Nos,102.0,5.78,589.56
206,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,M548,Nos,60.0,16.5,990.0
207,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,M786,Kg,2.0,268.7,537.4
208,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,O135,Nos,42.0,17.42,731.64
209,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,O250,kg,3.0,247.0,741.0
210,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,O262,Nos,40.0,17.46,698.4
211,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,U457,Nos,4.0,121.0,484.0
212,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,Y0011,Nos,30.0,14.5,435.0
213,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,Y0012,Nos,20.0,26.5,530.0
214,0145001110,0145003003,1774,001180721,08-Apr-2022,100020,13,O282,kg,3.0,86.6,259.8
215,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,A0319,Nos,4.0,155.0,620.0
216,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,A0882,Nos,20.0,13.75,275.0
217,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,A614,Kg,2.0,114.5,229.0
218,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,D823,Nos,36.0,22.58,812.88
219,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,I046,Nos,51.0,5.7,290.7
220,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,M546,Nos,100.0,12.55,1255.0
221,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,M786,Kg,1.75,268.7,470.22
222,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,O135,Nos,20.0,17.42,348.4
223,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,O250,kg,1.0,247.0,247.0
224,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,O262,Nos,20.0,17.46,349.2
225,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,O282,kg,1.5,86.6,129.9
226,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,Y0011,Nos,25.0,14.5,362.5
227,0101001108,0164006001,1692,001180722,08-Apr-2022,2615,13,Y0012,Nos,10.0,26.5,265.0
228,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,A0319,Nos,2.0,155.0,310.0
229,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,A0882,Nos,50.0,13.75,687.5
230,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,A614,Kg,5.0,114.5,572.5
231,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,I046,Nos,102.0,5.7,581.4
232,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,M546,Nos,100.0,12.55,1255.0
233,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,M786,Kg,3.0,268.7,806.1
234,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,O135,Nos,30.0,17.42,522.6
235,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,O250,kg,1.5,247.0,370.5
236,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,O282,kg,1.5,86.6,129.9
237,0101001108,0101016001,1692,001180723,08-Apr-2022,2594,10,Y0011,Nos,5.0,14.5,72.5
238,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,A0882,Nos,50.0,13.75,687.5
239,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,A614,Kg,4.0,114.5,458.0
240,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,D823,Nos,12.0,22.58,270.96
241,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,I046,Nos,51.0,5.78,294.78
242,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,M548,Nos,32.0,16.5,528.0
243,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,M786,Kg,2.0,268.7,537.4
244,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,O135,Nos,42.0,17.42,731.64
245,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,O250,kg,1.0,247.0,247.0
246,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,O262,Nos,60.0,17.46,1047.6
247,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,O282,kg,1.0,86.6,86.6
248,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,U457,Nos,6.0,121.0,726.0
249,0145001110,0145003005,1774,001180724,08-Apr-2022,100092,12,Y0011,Nos,10.0,14.5,145.0
250,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,A0882,Nos,40.0,13.75,550.0
251,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,A614,Kg,5.0,114.5,572.5
252,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,D823,Nos,12.0,22.58,270.96
253,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,I046,Nos,51.0,5.78,294.78
254,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,M786,Kg,2.0,268.7,537.4
255,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,O135,Nos,72.0,17.42,1254.24
256,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,O250,kg,1.0,247.0,247.0
257,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,O262,Nos,30.0,17.46,523.8
258,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,O282,kg,1.0,86.6,86.6
259,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,Y0011,Nos,25.0,14.5,362.5
260,0145001110,0145011001,1774,001180725,08-Apr-2022,100110,11,Y0012,Nos,15.0,26.5,397.5
261,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,A0882,Nos,45.0,13.75,618.75
262,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,A614,Kg,5.0,114.5,572.5
263,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,D823,Nos,60.0,22.58,1354.8
264,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,M786,Kg,2.0,268.7,537.4
265,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,O135,Nos,40.0,17.42,696.8
266,0101001108,0101012001,1692,001180726,08-Apr-2022,2098,9,O250,kg,3.0,247.0,741.0
